income,loan_amount,monthly_units,vehicle_type,eco_score,loan_status
50000.0,15850.0,456,1,0,1
36000.0,6000.0,165,0,2,1
60000.0,10000.0,547,0,1,0
40000.0,10400.0,539,0,1,1
90000.0,25000.0,423,0,1,1
30407.0,3200.0,102,1,1,1
55000.0,5000.0,138,0,2,0
52000.0,6025.0,177,0,2,1
48865.0,17575.0,171,0,2,0
125000.0,15000.0,245,1,1,0
42000.0,20000.0,558,1,0,1
65000.0,20000.0,537,0,1,0
42200.0,12000.0,484,0,1,0
90000.0,25200.0,262,1,1,0
67000.0,24000.0,186,1,1,0
49000.0,12000.0,282,0,2,0
60000.0,16825.0,371,1,0,1
34000.0,12225.0,252,1,1,0
87500.0,20950.0,579,0,1,1
70000.0,12000.0,351,0,1,0
37000.0,7000.0,425,0,1,0
170000.0,30000.0,578,1,0,1
40000.0,3000.0,364,0,1,1
83000.0,2400.0,311,1,0,0
59120.0,20000.0,209,0,2,1
191000.0,12000.0,185,0,2,0
40000.0,6500.0,160,0,2,1
74000.0,22450.0,598,1,0,0
95000.0,30000.0,289,0,2,1
32000.0,3600.0,384,1,0,1
145000.0,24000.0,135,0,2,1
120000.0,30000.0,391,0,1,1
75000.0,7000.0,354,0,1,1
45000.0,18000.0,249,0,2,1
60000.0,5000.0,284,0,2,1
150000.0,35000.0,334,1,0,1
53760.0,12000.0,267,1,1,0
44000.0,6400.0,261,0,2,0
108000.0,13000.0,518,0,1,0
101000.0,25000.0,210,0,2,1
34000.0,12500.0,367,1,0,1
41990.0,12000.0,489,0,1,0
135000.0,12000.0,398,1,0,1
92000.0,8400.0,532,1,0,0
85000.0,29775.0,187,1,1,0
100000.0,20000.0,114,1,1,1
52575.0,24175.0,371,0,1,1
108000.0,35000.0,281,1,1,0
89000.0,21075.0,558,0,1,0
60000.0,16000.0,252,0,2,0
120000.0,35000.0,527,0,1,0
96500.0,8400.0,589,0,1,1
46000.0,9000.0,404,0,1,1
25958.0,7200.0,340,1,0,1
120000.0,15600.0,228,0,2,0
80000.0,24000.0,221,1,1,1
125000.0,28000.0,564,1,0,0
52000.0,12000.0,248,0,2,1
113000.0,19200.0,222,1,1,0
49000.0,19200.0,204,1,1,0
60000.0,3700.0,295,1,1,0
55000.0,14900.0,288,0,2,1
85000.0,30000.0,440,1,0,0
125000.0,24000.0,227,0,2,0
12000.0,5050.0,319,0,1,0
70000.0,26875.0,205,1,1,0
118000.0,35000.0,134,0,2,0
51000.0,9600.0,473,1,0,0
205639.0,35000.0,217,0,2,1
98299.0,19600.0,418,0,1,0
52000.0,16800.0,342,1,0,0
74000.0,6000.0,561,0,1,1
14072.0,4775.0,239,1,1,0
45000.0,11975.0,195,1,1,0
40000.0,9600.0,126,1,1,0
92000.0,24800.0,402,0,1,0
51000.0,10000.0,133,1,1,1
47000.0,10000.0,271,0,2,0
60000.0,20000.0,530,1,0,0
25000.0,10000.0,178,1,1,1
75000.0,10000.0,498,0,1,1
85000.0,16000.0,390,0,1,0
30000.0,6125.0,308,1,0,0
60000.0,20000.0,347,1,0,0
38000.0,7000.0,466,0,1,1
80000.0,10000.0,194,0,2,1
47000.0,4000.0,485,1,0,1
43000.0,9200.0,290,1,1,1
51500.0,4000.0,111,1,1,1
87000.0,32450.0,544,0,1,0
53000.0,9600.0,177,1,1,1
60500.0,20000.0,270,0,2,0
76899.0,9600.0,330,0,1,1
50000.0,16100.0,194,1,1,1
110000.0,25000.0,148,1,1,0
57000.0,18000.0,524,0,1,0
101800.0,12000.0,228,0,2,1
85000.0,8000.0,345,0,1,0
112000.0,32000.0,314,0,1,0
54500.0,7750.0,481,0,1,0
117000.0,22000.0,239,1,1,1
34000.0,10000.0,339,0,1,1
60000.0,5000.0,553,1,0,0
49000.0,1400.0,527,1,0,1
55000.0,15000.0,308,1,0,0
85000.0,24000.0,539,1,0,0
110000.0,10500.0,598,0,1,1
50000.0,20000.0,356,1,0,0
35000.0,8000.0,378,0,1,1
47000.0,20000.0,247,1,1,1
90000.0,6000.0,158,1,1,1
72000.0,12000.0,204,1,1,1
73000.0,20000.0,429,1,0,0
48000.0,10000.0,149,0,2,1
108000.0,25200.0,589,1,0,1
58000.0,15175.0,152,0,2,0
71000.0,34075.0,175,0,2,1
110000.0,9000.0,406,1,0,1
50000.0,10000.0,409,0,1,1
97000.0,11200.0,105,0,2,1
32000.0,11500.0,358,0,1,0
80000.0,6075.0,186,0,2,1
40000.0,3500.0,221,0,2,1
227698.0,30000.0,125,1,1,0
40000.0,3000.0,302,1,0,1
48000.0,12000.0,340,1,0,0
125000.0,15000.0,360,1,0,0
85140.0,6000.0,230,0,2,1
75000.0,16000.0,405,1,0,1
98000.0,35000.0,310,1,0,1
124000.0,20000.0,528,1,0,0
75000.0,14000.0,583,0,1,0
70000.0,20000.0,234,1,1,1
48000.0,12000.0,236,0,2,1
190000.0,5000.0,469,1,0,1
140000.0,10000.0,452,0,1,0
85000.0,5000.0,291,1,1,1
65000.0,8000.0,431,1,0,1
182000.0,34625.0,381,0,1,0
70000.0,10000.0,244,1,1,1
105000.0,10000.0,321,0,1,0
120000.0,20000.0,367,1,0,1
84000.0,10925.0,325,1,0,1
75000.0,11950.0,200,0,2,0
98000.0,25000.0,253,0,2,0
195000.0,24000.0,437,0,1,0
90000.0,20000.0,107,1,1,1
61000.0,17000.0,244,0,2,0
80000.0,15000.0,138,1,1,0
221000.0,21000.0,459,0,1,1
130000.0,24000.0,391,0,1,0
130000.0,35000.0,525,0,1,0
310250.0,35000.0,115,0,2,0
50000.0,2100.0,160,0,2,1
109000.0,5000.0,252,0,2,1
49500.0,5000.0,169,1,1,0
86000.0,15000.0,491,0,1,1
100000.0,24000.0,558,0,1,0
96000.0,9600.0,490,0,1,1
100000.0,14000.0,418,1,0,1
60900.0,5000.0,542,0,1,0
55000.0,3600.0,444,0,1,0
100000.0,21000.0,525,0,1,0
100000.0,24000.0,315,1,0,0
55000.0,12000.0,170,0,2,0
104986.0,8000.0,516,1,0,1
30296.0,2400.0,573,1,0,1
34000.0,11900.0,403,1,0,1
90000.0,29000.0,401,1,0,0
65000.0,15000.0,348,1,0,1
70000.0,26400.0,107,1,1,1
40000.0,11000.0,160,0,2,1
64000.0,16000.0,373,0,1,1
400000.0,28000.0,452,0,1,1
120000.0,30000.0,138,0,2,0
141000.0,20000.0,171,1,1,1
33000.0,2000.0,269,1,1,1
78000.0,7500.0,373,1,0,1
51000.0,7500.0,508,1,0,1
45700.0,10000.0,143,0,2,1
93000.0,8000.0,213,0,2,0
56000.0,15000.0,476,0,1,0
70000.0,15000.0,510,1,0,1
75000.0,10000.0,524,0,1,1
75000.0,6000.0,481,0,1,1
39756.0,5000.0,564,1,0,1
119500.0,5000.0,327,1,0,1
82193.0,24000.0,376,1,0,0
96000.0,18000.0,476,0,1,0
54000.0,3000.0,480,0,1,0
73000.0,11000.0,385,0,1,0
56000.0,15600.0,462,1,0,1
110000.0,20000.0,389,0,1,1
100000.0,35000.0,461,0,1,0
70000.0,13000.0,225,1,1,1
75000.0,30000.0,448,1,0,0
103000.0,33600.0,596,0,1,1
60000.0,20400.0,499,0,1,0
45000.0,18000.0,457,1,0,0
125000.0,20000.0,451,1,0,1
36400.0,16000.0,372,1,0,0
68000.0,1000.0,368,0,1,1
85000.0,6000.0,510,0,1,1
50000.0,16000.0,235,0,2,0
119000.0,8000.0,120,1,1,1
20316.0,1200.0,388,1,0,1
75000.0,35000.0,246,1,1,0
68012.0,7800.0,435,1,0,1
54603.0,21000.0,428,1,0,0
100000.0,24000.0,185,0,2,0
110000.0,19800.0,266,0,2,0
49500.0,5000.0,414,0,1,1
55000.0,12000.0,455,1,0,0
65000.0,20000.0,572,0,1,1
118000.0,22000.0,386,1,0,0
83000.0,1500.0,452,1,0,1
37000.0,11000.0,150,1,1,1
69201.0,30425.0,283,0,2,0
125000.0,18000.0,256,0,2,0
25000.0,5725.0,128,1,1,1
38000.0,13675.0,503,0,1,1
49850.0,6000.0,332,0,1,0
84000.0,4000.0,453,1,0,1
60000.0,8525.0,218,1,1,0
40000.0,13600.0,522,0,1,0
70000.0,19000.0,366,1,0,0
21600.0,9500.0,587,1,0,0
57660.0,13000.0,349,1,0,1
20000.0,7200.0,179,0,2,1
120000.0,35000.0,437,1,0,0
55000.0,20000.0,150,0,2,0
80000.0,22000.0,104,0,2,1
120000.0,20000.0,320,0,1,0
85000.0,23200.0,288,0,2,0
40000.0,5450.0,563,1,0,1
35360.0,1500.0,221,0,2,1
79000.0,5000.0,497,0,1,1
87261.0,10800.0,382,0,1,1
123519.0,32400.0,398,1,0,0
76000.0,25000.0,358,0,1,0
190000.0,16000.0,389,0,1,0
75000.0,25600.0,344,1,0,1
60000.0,16800.0,265,1,1,0
53500.0,12000.0,515,0,1,0
84000.0,26475.0,567,1,0,0
88186.0,14400.0,454,1,0,1
62434.0,14000.0,139,1,1,0
41000.0,18025.0,379,0,1,0
50000.0,12000.0,277,0,2,0
40000.0,12000.0,358,1,0,0
79500.0,24000.0,430,1,0,1
65000.0,12000.0,535,0,1,1
107000.0,24000.0,403,1,0,1
55500.0,6000.0,227,0,2,0
52000.0,10000.0,400,1,0,1
129999.0,35000.0,304,0,1,0
56900.0,15000.0,252,0,2,1
110000.0,20625.0,219,1,1,0
75000.0,20000.0,380,0,1,0
120000.0,24000.0,599,0,1,0
70000.0,16000.0,172,1,1,0
98000.0,9600.0,302,0,1,1
