income,loan_amount,monthly_units,vehicle_type,eco_score,loan_status
70000.0,31075.0,362,0,1,1
120000.0,18000.0,269,1,1,1
74967.0,5000.0,382,0,1,1
13000.0,4675.0,466,0,1,1
85140.0,6000.0,230,0,2,1
90000.0,12000.0,107,1,1,1
115000.0,13000.0,469,1,0,1
50000.0,1800.0,306,0,1,1
114000.0,4475.0,575,0,1,1
70000.0,14400.0,436,1,0,1
70000.0,5875.0,318,0,1,1
180000.0,20000.0,592,1,0,1
115000.0,10000.0,576,0,1,1
92892.0,34100.0,224,0,2,1
56457.0,24000.0,529,0,1,1
300000.0,30000.0,136,0,2,0
160000.0,5200.0,266,1,1,1
50000.0,16800.0,136,0,2,1
40000.0,10000.0,205,1,1,1
55000.0,22000.0,588,0,1,1
144000.0,28000.0,587,1,0,1
60000.0,7200.0,108,1,1,1
41000.0,18000.0,506,1,0,1
30000.0,8400.0,573,1,0,1
67000.0,5000.0,378,0,1,1
55000.0,5000.0,125,1,1,0
60000.0,2400.0,173,1,1,0
60000.0,15000.0,288,1,1,1
64400.0,6075.0,556,1,0,1
55000.0,20000.0,405,1,0,1
110000.0,6025.0,433,1,0,1
70000.0,8400.0,188,1,1,1
90000.0,15000.0,104,0,2,1
72000.0,19200.0,350,1,0,0
143000.0,12000.0,248,0,2,1
60000.0,28800.0,441,1,0,1
60000.0,5000.0,582,0,1,1
60000.0,5000.0,127,0,2,1
120000.0,31500.0,347,0,1,1
165000.0,24000.0,309,0,1,1
110000.0,20000.0,386,0,1,0
110000.0,24000.0,215,0,2,1
65000.0,21850.0,418,0,1,1
126500.0,9500.0,547,0,1,1
98000.0,20000.0,327,1,0,1
59000.0,20000.0,352,0,1,0
135000.0,20000.0,599,0,1,0
65000.0,20000.0,507,0,1,1
78000.0,25200.0,301,0,1,0
50000.0,12000.0,266,0,2,1
65000.0,10000.0,357,1,0,1
36500.0,12000.0,395,0,1,1
75000.0,12000.0,450,0,1,1
41000.0,6425.0,377,1,0,1
32760.0,12700.0,402,1,0,1
121000.0,35000.0,556,0,1,1
110000.0,16000.0,464,1,0,0
48000.0,15000.0,369,1,0,0
60000.0,20550.0,398,1,0,1
127000.0,25000.0,462,1,0,1
115000.0,14000.0,525,1,0,1
47000.0,16925.0,216,0,2,0
22000.0,4700.0,444,0,1,1
25000.0,5000.0,425,1,0,1
92500.0,12000.0,268,0,2,1
55000.0,12000.0,390,1,0,1
117000.0,15000.0,261,0,2,1
123000.0,4900.0,180,0,2,1
70000.0,18000.0,391,0,1,1
48000.0,18000.0,183,1,1,0
120000.0,25000.0,595,0,1,0
50000.0,15000.0,332,1,0,1
97000.0,3600.0,153,1,1,1
92250.0,33000.0,545,0,1,1
68000.0,14950.0,355,0,1,1
154000.0,15000.0,433,0,1,1
30100.0,7000.0,160,0,2,1
35300.0,15000.0,287,1,1,0
98000.0,35000.0,224,1,1,1
58000.0,8000.0,102,1,1,1
40000.0,20000.0,176,1,1,0
80000.0,14375.0,518,0,1,1
85000.0,21000.0,356,0,1,1
65000.0,3700.0,208,0,2,1
85000.0,8400.0,303,1,0,0
22000.0,7200.0,255,1,1,1
85400.0,16800.0,178,1,1,1
150000.0,9000.0,389,0,1,1
43700.0,6000.0,444,1,0,1
76497.0,34000.0,299,0,2,1
67000.0,20000.0,198,0,2,0
91000.0,16000.0,499,1,0,0
70000.0,11200.0,458,1,0,1
95000.0,21000.0,137,1,1,0
65000.0,16000.0,180,0,2,0
50000.0,6000.0,598,1,0,1
84000.0,9100.0,381,1,0,1
60000.0,10000.0,288,0,2,1
135000.0,28000.0,112,1,1,0
115000.0,30000.0,473,0,1,0
37380.0,8450.0,329,0,1,1
75000.0,8775.0,450,1,0,1
72000.0,6000.0,586,1,0,1
75000.0,10000.0,158,1,1,1
128000.0,10000.0,542,1,0,0
22000.0,7200.0,434,1,0,1
75000.0,20000.0,251,1,1,1
95750.0,20000.0,333,0,1,0
130000.0,5000.0,473,1,0,1
35179.0,15000.0,279,0,2,0
160000.0,23950.0,404,1,0,0
160000.0,15000.0,594,1,0,1
60000.0,2250.0,441,0,1,1
40000.0,14000.0,260,1,1,1
80000.0,14000.0,425,1,0,0
83000.0,18000.0,454,1,0,1
72500.0,12000.0,138,0,2,1
46000.0,5600.0,150,1,1,1
83000.0,35000.0,405,0,1,1
43500.0,8000.0,333,1,0,0
26000.0,2400.0,323,1,0,1
98000.0,35000.0,310,1,0,1
140000.0,35000.0,163,1,1,0
55000.0,7000.0,250,1,1,1
23200.0,8000.0,189,0,2,1
70000.0,6125.0,464,0,1,1
150000.0,10400.0,288,1,1,0
134000.0,30000.0,379,0,1,1
30000.0,4000.0,597,1,0,1
125000.0,10000.0,564,0,1,1
50000.0,16000.0,127,1,1,1
67000.0,24000.0,186,1,1,0
56600.0,19225.0,256,1,1,0
130000.0,13000.0,530,0,1,0
52000.0,16800.0,342,1,0,0
35037.0,2000.0,266,0,2,1
50000.0,19200.0,154,0,2,1
140000.0,10000.0,276,0,2,1
165000.0,35000.0,405,1,0,1
60000.0,15000.0,599,0,1,1
84468.0,35000.0,465,1,0,1
55000.0,18000.0,478,0,1,1
40000.0,8000.0,404,1,0,0
50000.0,15000.0,352,1,0,1
175000.0,17400.0,213,0,2,1
156000.0,35000.0,335,0,1,1
100000.0,12000.0,178,1,1,1
66000.0,24000.0,241,1,1,1
66500.0,8000.0,571,1,0,1
74000.0,16775.0,422,1,0,1
48000.0,8000.0,353,1,0,1
100000.0,21000.0,189,1,1,1
150000.0,20000.0,320,0,1,0
113000.0,10000.0,471,1,0,1
81120.0,6000.0,283,0,2,1
54744.0,6000.0,229,0,2,1
80000.0,8400.0,569,1,0,1
33000.0,10000.0,348,0,1,1
72000.0,6000.0,388,1,0,1
70000.0,20000.0,381,0,1,1
14688.0,4600.0,212,1,1,1
50000.0,20000.0,207,0,2,1
48112.0,15000.0,291,1,1,1
40000.0,12000.0,269,1,1,1
75000.0,5000.0,101,0,2,1
57000.0,6000.0,404,1,0,1
34000.0,10050.0,340,0,1,0
43000.0,6000.0,327,0,1,1
84000.0,28000.0,132,1,1,0
81000.0,15000.0,106,1,1,1
168400.0,10500.0,525,0,1,1
34000.0,10000.0,581,0,1,1
62000.0,3600.0,195,0,2,1
72000.0,10000.0,286,1,1,1
115000.0,30000.0,584,0,1,1
35000.0,8000.0,340,1,0,1
55000.0,15000.0,303,1,0,0
60000.0,21600.0,361,0,1,1
105000.0,12000.0,287,1,1,1
102000.0,28000.0,120,1,1,1
33000.0,6400.0,594,1,0,1
48000.0,15000.0,489,1,0,1
70000.0,13000.0,363,1,0,1
80000.0,10000.0,194,0,2,1
95000.0,24800.0,438,1,0,1
56000.0,12000.0,572,1,0,0
96000.0,10800.0,471,0,1,0
65000.0,15000.0,133,1,1,1
120000.0,24000.0,348,1,0,1
75600.0,2000.0,130,1,1,1
53867.0,22600.0,433,1,0,1
50000.0,13500.0,295,0,2,0
66000.0,6000.0,260,0,2,0
84000.0,20000.0,193,0,2,0
55000.0,5000.0,178,1,1,1
100000.0,20000.0,470,0,1,1
103000.0,12000.0,251,1,1,1
107000.0,32000.0,234,0,2,1
69998.0,15200.0,210,0,2,0
60000.0,12500.0,498,1,0,1
81000.0,21000.0,233,0,2,1
35000.0,16000.0,232,1,1,1
100000.0,24650.0,194,0,2,1
77000.0,11000.0,442,0,1,1
70000.0,22400.0,108,0,2,1
61000.0,15125.0,304,0,1,0
60000.0,8725.0,355,1,0,0
63800.0,8000.0,466,1,0,1
52000.0,8000.0,568,0,1,1
42240.0,11000.0,193,1,1,1
82000.0,11725.0,383,0,1,0
70000.0,28500.0,306,0,1,1
120000.0,25000.0,270,0,2,1
70000.0,7000.0,488,1,0,1
100000.0,12000.0,244,1,1,1
40000.0,20000.0,490,0,1,0
56000.0,5875.0,214,0,2,1
145000.0,18000.0,481,1,0,1
160000.0,28000.0,119,1,1,1
205000.0,35000.0,285,0,2,1
65000.0,31800.0,209,1,1,1
105000.0,25000.0,204,0,2,1
54000.0,16000.0,588,1,0,1
82000.0,25000.0,538,1,0,0
139000.0,35000.0,386,0,1,1
60000.0,18000.0,189,0,2,0
55500.0,10000.0,175,0,2,1
53040.0,8000.0,343,1,0,1
75000.0,12000.0,556,1,0,0
75000.0,15000.0,418,0,1,1
155000.0,20000.0,140,1,1,1
80000.0,14000.0,364,0,1,1
77700.0,20500.0,493,1,0,1
88000.0,4700.0,336,0,1,1
76008.0,28000.0,599,1,0,1
71000.0,12000.0,160,1,1,1
42500.0,7200.0,587,1,0,1
33000.0,11000.0,355,0,1,1
52000.0,11000.0,132,0,2,0
45000.0,3500.0,598,1,0,1
111000.0,23850.0,582,1,0,1
70000.0,3600.0,486,0,1,1
54000.0,15000.0,410,1,0,0
76000.0,16500.0,132,1,1,1
55000.0,8275.0,363,1,0,1
80000.0,35000.0,429,0,1,1
106000.0,20000.0,574,0,1,1
76000.0,22800.0,149,0,2,1
35000.0,10000.0,204,1,1,1
155000.0,19000.0,387,0,1,1
92000.0,18000.0,321,1,0,0
40000.0,6000.0,346,0,1,0
105000.0,35000.0,148,1,1,1
210000.0,6000.0,560,0,1,1
52000.0,16000.0,335,0,1,0
19000.0,5000.0,218,1,1,1
54000.0,3000.0,300,1,0,0
120000.0,20000.0,124,1,1,0
43435.0,24000.0,360,0,1,1
106000.0,20000.0,355,0,1,1
65000.0,8000.0,504,0,1,1
47000.0,5000.0,504,0,1,1
135000.0,20000.0,187,0,2,1
110000.0,5000.0,510,1,0,1
69201.0,30425.0,283,0,2,0
29500.0,12000.0,264,0,2,1
86000.0,19675.0,344,1,0,1
125000.0,24000.0,511,0,1,0
85000.0,12000.0,427,0,1,1
45000.0,12000.0,374,1,0,1
112000.0,28000.0,342,0,1,1
105000.0,14000.0,316,1,0,1
31200.0,9975.0,272,0,2,1
72000.0,10000.0,386,0,1,1
34000.0,3600.0,209,1,1,1
55702.0,27850.0,103,0,2,1
175000.0,14000.0,387,0,1,1
26000.0,12475.0,516,1,0,1
96000.0,24000.0,383,0,1,1
96000.0,22400.0,211,0,2,1
124400.0,26000.0,553,0,1,1
50000.0,25000.0,452,1,0,1
130000.0,14000.0,355,0,1,1
52600.0,10000.0,484,1,0,1
118000.0,18300.0,599,0,1,0
28948.92,11550.0,148,0,2,1
100200.0,14000.0,445,1,0,1
90000.0,9000.0,395,0,1,1
38000.0,8000.0,125,1,1,1
60000.0,11000.0,414,0,1,1
82500.0,11200.0,173,0,2,1
75000.0,21000.0,377,0,1,0
130000.0,35000.0,165,0,2,1
64000.0,20000.0,538,0,1,1
105000.0,24000.0,273,1,1,1
45000.0,19800.0,415,1,0,1
84000.0,30000.0,489,1,0,0
205200.0,28000.0,110,0,2,1
62000.0,13475.0,414,0,1,0
65000.0,27300.0,172,1,1,1
62000.0,10000.0,272,0,2,0
73000.0,24000.0,558,0,1,0
35000.0,1450.0,189,0,2,1
47500.0,4000.0,552,1,0,1
86000.0,1000.0,244,0,2,1
65000.0,24950.0,405,0,1,1
300000.0,25000.0,118,1,1,1
250000.0,6000.0,354,0,1,1
110000.0,21000.0,197,0,2,0
22000.0,2950.0,172,1,1,1
72000.0,33100.0,260,0,2,0
120000.0,6000.0,501,0,1,1
96200.0,14400.0,486,1,0,0
28832.0,10500.0,382,1,0,0
35000.0,12000.0,424,1,0,1
120000.0,20000.0,590,0,1,1
150000.0,10000.0,537,1,0,1
110000.0,35000.0,465,0,1,0
55000.0,9525.0,314,1,0,0
187000.0,20000.0,322,0,1,1
116300.0,14450.0,322,1,0,1
120000.0,21600.0,589,0,1,1
73000.0,12600.0,390,0,1,1
120000.0,35000.0,399,1,0,0
48000.0,14800.0,388,1,0,0
53000.0,20000.0,410,1,0,0
110000.0,9600.0,488,1,0,1
34000.0,11900.0,403,1,0,1
60000.0,20800.0,545,1,0,1
70000.0,30000.0,426,0,1,0
31200.0,12000.0,253,0,2,1
85000.0,5000.0,291,1,1,1
45500.0,15000.0,524,0,1,0
45000.0,18900.0,385,1,0,1
67000.0,5000.0,497,1,0,1
85005.0,19850.0,223,1,1,1
80000.0,8000.0,409,0,1,1
100000.0,20000.0,470,0,1,1
60000.0,20000.0,550,1,0,0
50000.0,18000.0,212,1,1,0
93000.0,28000.0,456,1,0,1
50000.0,12000.0,169,1,1,1
52500.0,15000.0,320,0,1,1
130000.0,30000.0,289,0,2,1
98000.0,17000.0,434,0,1,1
67894.0,12000.0,240,0,2,0
50000.0,15750.0,405,1,0,1
55000.0,5000.0,265,0,2,1
115000.0,24000.0,353,0,1,1
45000.0,15000.0,306,1,0,1
70000.0,30000.0,533,0,1,1
90000.0,4200.0,307,1,0,1
93000.0,24000.0,436,1,0,0
25000.0,6025.0,507,0,1,1
110000.0,12250.0,193,0,2,0
45000.0,14850.0,454,0,1,0
106000.0,10000.0,236,0,2,1
170000.0,20000.0,405,1,0,0
105000.0,10000.0,321,0,1,0
240000.0,35000.0,309,0,1,1
89000.0,15000.0,381,0,1,0
60000.0,5000.0,522,0,1,1
65000.0,11000.0,555,1,0,1
101000.0,5500.0,575,1,0,1
50400.0,2500.0,163,1,1,1
52000.0,21150.0,343,1,0,1
185000.0,20000.0,460,0,1,1
25200.0,5875.0,485,1,0,1
107000.0,24000.0,369,1,0,1
46000.0,12000.0,377,0,1,0
113000.0,19200.0,222,1,1,0
50000.0,8000.0,265,1,1,1
76000.0,35000.0,312,1,0,0
105000.0,28000.0,401,1,0,1
77000.0,13500.0,251,1,1,0
73000.0,27825.0,256,0,2,0
125000.0,11000.0,371,0,1,1
46000.0,15000.0,170,1,1,1
95000.0,20000.0,389,1,0,1
110000.0,28000.0,362,1,0,0
173000.0,35000.0,396,1,0,1
72219.0,24000.0,581,0,1,0
28600.0,10000.0,497,1,0,0
80000.0,35000.0,437,0,1,0
80000.0,25000.0,280,1,1,0
55000.0,10000.0,294,1,1,1
105000.0,9000.0,137,0,2,1
100000.0,25000.0,479,1,0,0
51000.0,8400.0,184,0,2,0
65000.0,20000.0,454,1,0,1
93000.0,22500.0,465,1,0,1
43000.0,20000.0,389,0,1,0
137000.0,20000.0,153,0,2,1
63000.0,21000.0,534,0,1,1
55000.0,18700.0,474,1,0,1
175000.0,35000.0,233,0,2,1
85000.0,21000.0,332,0,1,1
106000.0,30000.0,263,1,1,1
124596.0,14000.0,205,1,1,1
60000.0,30000.0,284,1,1,0
450000.0,24000.0,423,1,0,1
89000.0,35000.0,333,0,1,1
104500.0,35000.0,413,0,1,0
35000.0,3225.0,354,1,0,0
108000.0,28000.0,325,0,1,1
60000.0,7200.0,341,1,0,1
43000.0,12000.0,409,0,1,1
134000.0,21000.0,232,1,1,0
123000.0,35000.0,550,0,1,1
118000.0,12000.0,529,1,0,1
38000.0,18000.0,263,1,1,0
38000.0,5000.0,495,1,0,1
85000.0,25000.0,408,1,0,1
29524.32,8750.0,452,0,1,0
240000.0,6600.0,307,0,1,1
110000.0,10000.0,364,1,0,1
34000.0,12500.0,367,1,0,1
65000.0,26250.0,566,0,1,1
186000.0,24000.0,262,0,2,1
101000.0,11000.0,120,1,1,0
90000.0,15000.0,238,0,2,1
27500.0,13750.0,359,1,0,1
45000.0,10500.0,584,0,1,0
117000.0,35000.0,164,0,2,1
65000.0,7000.0,171,1,1,1
91500.0,5600.0,306,0,1,1
150000.0,21000.0,532,1,0,1
85000.0,15000.0,516,1,0,1
33500.0,14725.0,141,1,1,0
53000.0,6400.0,279,1,1,1
72701.0,8400.0,436,0,1,1
150000.0,20000.0,423,1,0,1
37534.44,15000.0,218,0,2,1
97666.07,28000.0,533,1,0,0
70000.0,25000.0,309,0,1,0
61983.0,13600.0,482,0,1,1
63000.0,18000.0,532,0,1,1
160000.0,35000.0,107,1,1,1
58000.0,20000.0,534,1,0,1
139000.0,20000.0,295,0,2,1
55000.0,11075.0,300,0,1,0
53000.0,11200.0,285,0,2,1
62000.0,25000.0,362,1,0,1
29000.0,2500.0,393,1,0,1
65000.0,15000.0,481,0,1,0
75000.0,16000.0,364,0,1,1
50000.0,5600.0,301,1,0,0
70000.0,10000.0,244,1,1,1
24000.0,3200.0,362,1,0,0
135000.0,28000.0,325,0,1,1
75000.0,15000.0,279,1,1,1
120000.0,21600.0,392,0,1,1
54000.0,15000.0,466,1,0,0
75000.0,10000.0,280,0,2,1
116500.0,24000.0,283,0,2,0
92000.0,5000.0,398,0,1,0
150000.0,18200.0,136,0,2,0
73000.0,12000.0,126,1,1,1
58000.0,15175.0,152,0,2,0
80000.0,21000.0,106,1,1,1
16968.0,7000.0,151,0,2,1
108000.0,12000.0,130,1,1,1
49000.0,3200.0,213,1,1,1
52000.0,7200.0,562,0,1,0
45000.0,13200.0,520,1,0,1
65000.0,20000.0,537,0,1,0
120000.0,18000.0,332,1,0,0
50000.0,18000.0,164,0,2,1
75000.0,7500.0,429,1,0,1
118000.0,15000.0,595,0,1,1
50000.0,2400.0,157,0,2,1
119945.0,2000.0,477,0,1,1
100000.0,10000.0,179,1,1,1
103000.0,30000.0,118,1,1,0
105000.0,25000.0,384,0,1,1
50000.0,3500.0,381,0,1,0
50000.0,11925.0,175,0,2,1
75000.0,3000.0,180,0,2,1
99000.0,24000.0,500,0,1,0
98000.0,13200.0,325,0,1,0
48000.0,5000.0,219,1,1,1
225000.0,21000.0,570,0,1,0
81000.0,9000.0,513,1,0,1
43000.0,10000.0,233,0,2,1
49000.0,12000.0,156,1,1,0
36522.0,1000.0,160,1,1,1
35000.0,12000.0,445,0,1,0
103500.0,35000.0,437,1,0,0
200000.0,24000.0,123,1,1,1
35500.0,8500.0,250,1,1,1
56000.0,3500.0,585,0,1,1
50000.0,16100.0,194,1,1,1
185000.0,12000.0,177,0,2,0
117000.0,10000.0,236,1,1,1
42000.0,6000.0,303,0,1,1
61000.0,5000.0,589,1,0,1
100000.0,18000.0,184,0,2,1
30000.0,1000.0,394,1,0,0
45000.0,3850.0,556,0,1,1
35000.0,2000.0,330,0,1,1
56000.0,20000.0,394,1,0,0
63900.0,10175.0,282,1,1,1
70000.0,10000.0,217,0,2,1
52000.0,20000.0,478,0,1,1
110000.0,35000.0,365,1,0,1
93534.0,20000.0,332,0,1,1
45000.0,14000.0,106,0,2,0
95000.0,20000.0,467,1,0,1
26679.38,12250.0,469,0,1,0
90000.0,15000.0,140,0,2,1
80000.0,10000.0,566,1,0,1
39000.0,3600.0,276,0,2,1
68500.0,5000.0,320,0,1,1
80000.0,35000.0,483,0,1,1
38000.0,13000.0,414,0,1,1
35000.0,4000.0,493,0,1,0
74000.0,22450.0,598,1,0,0
45000.0,4800.0,363,1,0,1
56035.0,21275.0,246,0,2,1
100000.0,15000.0,352,0,1,1
110000.0,12000.0,452,0,1,1
132000.0,34125.0,133,1,1,0
55500.0,9650.0,571,1,0,1
